Crop_Type,Soil_Type,Soil_pH,Soil_Organic_Carbon,Total_Nitrogen,Available_Phosphorus,Available_Potassium,Bulk_Density,Rainfall,Temperature,Humidity,Wind_Speed,Evapotranspiration,Soil_Moisture_Level,Growth_Stage,Fertilizer_Type,Fertilizer_Treatment,Application_Rate,Application_Method,Coating_Type,Irrigation_Type,Water_Amount,Total_Fertilizer_Loss_kg_ha,Fertilizer_Loss_Percentage,Nitrogen_Loss,Phosphorus_Loss,Potassium_Loss
Vegetable,Sandy,7.64,1.37,160.21,51.42,348.99,1.55,55.84,21.35,87.75,5.8,7.33,High,Mid,NPK,CF,120.49,Foliar,Biochar,Sprinkler,26.46,51.09,42.4,25.54,15.33,10.22
Corn,Clay,6.75,1.7,296.13,58.6,76.82,1.4,88.45,20.54,42.12,3.06,7.48,High,Mid,NPK,CF,160.99,Foliar,Biochar,Sprinkler,11.73,65.05,40.41,32.52,19.51,13.01
Rice,Loamy,5.88,1.27,183.89,44.04,114.6,1.41,35.58,16.86,81.45,2.16,2.39,High,Mid,Urea,OF,172.86,Drip,Normal,Drip,76.19,55.53,32.12,27.76,16.66,11.11
Citrus,Loamy,6.61,1.06,294.73,56.53,190.53,1.16,35.54,18.75,54.33,1.38,3.47,Low,Mid,PK,OF,146.87,Broadcast,Biochar,Flood,45.93,46.17,31.44,23.08,13.85,9.23
Vegetable,Clay,7.27,1.91,290.65,70.35,183.43,1.33,92.24,31.24,82.75,0.99,6.97,Medium,Mid,NPK,OF,142.31,Foliar,Controlled_Release,Drip,45.51,59.86,42.06,29.93,17.96,11.97
Citrus,Clay,7.61,2.24,199.94,36.19,138.88,1.39,22.41,27.16,72.56,1.6,3.93,High,Late,Urea,OF,88.49,Broadcast,Biochar,Flood,15.68,34.34,38.81,17.17,10.3,6.87
Vegetable,Loamy,5.73,1.08,195.33,58.18,377.84,1.56,48.83,32.93,62.31,4.2,7.15,Low,Initial,NPK,OF,61.4,Drip,Controlled_Release,Sprinkler,41.9,37.72,61.43,18.86,11.32,7.54
Vegetable,Sandy,7.17,1.91,76.42,56.1,236.87,1.39,74.2,30.56,83.14,0.99,4.44,Medium,Initial,NPK,CF,89.42,Drip,Normal,Sprinkler,49.8,46.5,52,23.25,13.95,9.3
Corn,Clay,6.33,1.37,282.32,54.55,279.96,1.58,44.37,32.66,53.24,4.01,4.55,Low,Mid,NK,CF,86.42,Broadcast,Normal,Drip,28.62,38.87,44.98,19.43,11.66,7.77
Vegetable,Clay,7.35,1.1,250.8,50.84,312.38,1.45,115.72,28.27,62.24,5.56,5.2,Medium,Initial,NK,OF,168.8,Foliar,Controlled_Release,Drip,74.84,68.06,40.32,34.03,20.42,13.61
Citrus,Sandy,7.44,1.74,175.12,60.83,240.36,1.18,110.34,38.71,46.9,1.53,5.14,Medium,Late,Urea,OF,63.95,Drip,Normal,Sprinkler,23.88,54.55,85.3,27.28,16.36,10.91
Vegetable,Loamy,8.23,2.38,126.6,67.3,341.77,1.13,113.88,31.86,49.98,4.55,4.17,High,Mid,NK,OF,129.81,Drip,Biochar,Drip,17.97,57.72,44.46,28.86,17.32,11.54
Corn,Clay,6.73,1.2,259.64,37.45,394.69,1.37,117.87,32.65,68,3.9,4.46,Low,Initial,NPK,CF,107.23,Drip,Biochar,Drip,77.27,60.17,56.11,30.08,18.05,12.03
Corn,Loamy,7.11,2.02,122.88,55.83,187.17,1.57,116.81,37.08,53.39,4,5.24,Medium,Initial,Urea,OF,93.14,Broadcast,Biochar,Sprinkler,29.4,51.58,55.38,25.79,15.47,10.32
Citrus,Loamy,6.3,1.13,185.46,27.4,275.29,1.26,37.94,30.24,47.99,4.48,6.05,Medium,Late,Urea,OF,164.28,Drip,Biochar,Sprinkler,61.97,51.79,31.53,25.9,15.54,10.36
Wheat,Loamy,6.36,2.11,99.71,62.92,160.95,1.54,63.31,20.7,63.91,4.23,4.47,Low,Mid,NPK,OF,95.99,Broadcast,Normal,Sprinkler,26.83,42.74,44.53,21.37,12.82,8.55
Wheat,Sandy,5.64,2.02,251.13,71.63,74.15,1.17,94.05,25.65,49.6,0.57,4.64,High,Mid,PK,OF,96.41,Drip,Controlled_Release,Sprinkler,70.04,52.12,54.06,26.06,15.64,10.42
Vegetable,Loamy,6.36,2.03,238.2,63.3,59.48,1.47,86.35,33.13,88.45,1.97,3.17,High,Initial,PK,CF,175.38,Drip,Biochar,Drip,11.5,65.92,37.59,32.96,19.78,13.18
Rice,Loamy,5.69,2.5,122.94,44.38,131.4,1.31,31.48,38.15,88.82,5.58,5.04,Medium,Late,Urea,CF,124.39,Broadcast,Normal,Flood,56.49,45.84,36.85,22.92,13.75,9.17
Vegetable,Clay,8.39,0.78,79.34,19.34,106.81,1.11,43.6,27,89.93,0.62,5.63,High,Initial,PK,CF,155.7,Foliar,Controlled_Release,Drip,22.49,59.59,38.27,29.8,17.88,11.92
Citrus,Clay,7.37,1.28,94.27,71.12,302.79,1.24,112.55,20.6,92.88,2.93,6.93,Low,Late,NK,CF,199.38,Broadcast,Normal,Drip,19.87,78.56,39.4,39.28,23.57,15.71
Citrus,Sandy,6.02,1.76,204.09,67.02,212.18,1.3,112.02,22.86,53.58,0.7,3.65,Medium,Late,PK,OF,159.1,Drip,Biochar,Drip,19.79,66.83,42.01,33.42,20.05,13.37
Citrus,Sandy,5.85,1.68,87.51,58.86,239.03,1.32,87.11,25.66,71.13,5.49,4.4,Medium,Initial,PK,CF,145.63,Broadcast,Normal,Sprinkler,15.69,61.69,42.36,30.84,18.51,12.34
Citrus,Clay,6.61,2.06,130.03,69.6,78.63,1.19,0.78,33.26,56.28,5.52,7.66,High,Initial,NPK,OF,110.55,Broadcast,Normal,Sprinkler,78.57,36.01,32.57,18,10.8,7.2
Citrus,Clay,6.42,0.59,259.8,47.31,56.79,1.41,61.94,17.64,49.61,5.27,4.94,High,Mid,Urea,CF,93.97,Foliar,Normal,Drip,39.35,48.78,51.91,24.39,14.63,9.76
Corn,Sandy,6.34,1.91,70.44,79.35,202.3,1.52,25.17,16.19,54.96,5.68,6.88,Low,Late,PK,CF,80.3,Drip,Controlled_Release,Flood,77.33,34.64,43.14,17.32,10.39,6.93
Wheat,Loamy,6.9,1.98,195.3,68.6,139.49,1.44,92.98,39.94,57.82,5.48,2.31,High,Late,NPK,CF,154.92,Broadcast,Normal,Drip,15.78,68.76,44.38,34.38,20.63,13.75
Citrus,Sandy,8.24,0.62,149.96,21.45,267.69,1.5,9.74,23.78,65.29,0.61,4.12,Low,Late,NPK,CF,194.81,Drip,Normal,Drip,14.58,54.55,28,27.28,16.36,10.91
Rice,Loamy,7.2,1.58,80.08,38.15,229.08,1.27,96.94,21.38,48.2,3.4,6.31,Medium,Mid,NPK,OF,136.09,Broadcast,Normal,Drip,77.97,62.51,45.93,31.26,18.75,12.5
Rice,Clay,7.06,0.99,177.36,21.91,339.95,1.52,36.72,30.72,44.11,3.88,7.48,Low,Late,Urea,CF,118.93,Drip,Biochar,Sprinkler,66.65,46.5,39.1,23.25,13.95,9.3
Rice,Clay,7.92,2.1,179.16,25.7,343.49,1.1,44.59,38.29,61.41,4.48,3.05,Low,Mid,Urea,CF,193.67,Drip,Biochar,Sprinkler,28.25,55.24,28.52,27.62,16.57,11.05
Rice,Clay,5.51,0.6,144.52,45.07,238,1.51,83.29,25.99,71.35,4.13,6.3,High,Late,NPK,OF,99.22,Foliar,Controlled_Release,Flood,49.45,57.61,58.06,28.8,17.28,11.52
Corn,Loamy,6.09,0.79,63.83,35.3,367.38,1.11,27.51,35.27,84.76,4.3,2.26,High,Mid,NK,OF,102.91,Drip,Controlled_Release,Sprinkler,26.48,45.41,44.13,22.7,13.62,9.08
Rice,Sandy,6.99,0.71,101.72,73.68,376.49,1.42,101.07,21.88,67.34,4.04,2.3,High,Initial,NPK,CF,163.06,Drip,Biochar,Flood,39.82,77.29,47.4,38.65,23.19,15.46
Citrus,Loamy,7.62,0.63,151.18,10.01,135.53,1.2,111.61,28.38,78.36,1.34,2.71,Medium,Mid,NPK,OF,113.57,Drip,Controlled_Release,Sprinkler,73.65,62.42,54.96,31.21,18.73,12.48
Vegetable,Sandy,6.96,1.7,119.31,10.72,392.12,1.35,118.58,28.75,87.41,3.55,5.23,High,Mid,Urea,OF,146.14,Broadcast,Controlled_Release,Drip,58,68.2,46.67,34.1,20.46,13.64
Rice,Sandy,5.99,2.24,90.13,74.43,395.07,1.3,83.14,20.88,77.2,2.98,4.53,Low,Initial,PK,CF,145.96,Foliar,Biochar,Sprinkler,15.87,52.23,35.78,26.12,15.67,10.45
Corn,Sandy,8.29,1.52,171.74,26.73,72.74,1.58,67.31,29.31,49.91,5.96,3.91,Low,Late,Urea,OF,110.08,Drip,Normal,Flood,47.13,50.29,45.68,25.14,15.09,10.06
Corn,Clay,6.49,0.92,149.4,10.17,50.83,1.26,106.95,29.41,75.26,4.08,4.44,Low,Initial,NPK,CF,127.07,Foliar,Biochar,Flood,73.2,60.12,47.31,30.06,18.04,12.02
Rice,Sandy,7.86,1.19,216.24,40.63,70.51,1.43,34.02,29.47,93.92,5.35,4.92,Medium,Mid,NK,CF,199.62,Broadcast,Biochar,Drip,79.61,60.04,30.08,30.02,18.01,12.01
Vegetable,Clay,8.17,1.22,190.11,23.7,172.38,1.36,63.94,25.04,84.92,1.17,7.67,High,Initial,NPK,CF,188.82,Drip,Biochar,Flood,78.62,66.25,35.09,33.12,19.88,13.25
Rice,Sandy,6.54,1.4,92.44,13.73,332.82,1.29,26.06,30.88,70.07,2.2,2.46,Medium,Mid,PK,CF,70.65,Foliar,Biochar,Flood,29.18,30.96,43.82,15.48,9.29,6.19
Corn,Sandy,8.04,1.34,221.92,47.13,226.6,1.43,39.1,23.51,88.75,4.72,6.02,Medium,Late,PK,CF,105.91,Foliar,Normal,Drip,66.24,48.59,45.88,24.3,14.58,9.72
Wheat,Clay,7.63,1.84,166.35,19.81,153.69,1.17,84.28,24.79,42.95,4.69,3.18,Low,Late,Urea,OF,173.73,Foliar,Controlled_Release,Drip,32.51,58.65,33.76,29.32,17.6,11.73
Citrus,Clay,8.21,1.18,78.36,68.58,69.25,1.47,11.69,16.03,82.89,1.31,7.8,High,Initial,NK,CF,69.08,Foliar,Normal,Flood,51.66,30.92,44.76,15.46,9.28,6.18
Corn,Loamy,6.25,1.83,54.61,31.15,188.55,1.39,58.31,38.9,74.95,3.7,5.72,Low,Late,NK,CF,156.05,Drip,Biochar,Drip,53.16,59.11,37.88,29.56,17.73,11.82
Rice,Sandy,8.29,1.59,206.61,25.52,62.66,1.49,100.97,32.94,49.96,1.91,5.03,Medium,Mid,PK,OF,150.09,Foliar,Controlled_Release,Drip,62.28,66.56,44.35,33.28,19.97,13.31
Citrus,Clay,5.7,0.6,204.66,61.78,110.45,1.48,59.51,33.48,82.93,3.91,6.44,Low,Initial,NPK,OF,122.78,Broadcast,Controlled_Release,Sprinkler,36.02,51.61,42.03,25.8,15.48,10.32
Rice,Loamy,7.88,2.34,255.12,69.41,357.55,1.34,28.91,34.66,91.41,1.28,6.35,Low,Mid,NPK,OF,92.92,Foliar,Normal,Sprinkler,71.77,34.41,37.03,17.2,10.32,6.88
Rice,Loamy,6.81,0.86,240.61,16.52,316.57,1.31,42.66,32.95,81.52,2.7,5.36,High,Late,Urea,OF,64.8,Foliar,Normal,Drip,30.76,44.56,68.77,22.28,13.37,8.91
Wheat,Clay,6.03,1.4,269.38,20.61,398.5,1.53,69.48,36.7,78.53,1.83,2.41,Medium,Mid,PK,OF,65.25,Drip,Normal,Sprinkler,27.91,45.01,68.98,22.5,13.5,9
Citrus,Sandy,5.74,2.4,123.1,43.22,363.05,1.56,74.71,15.57,81.22,3.07,2.34,Medium,Late,PK,OF,194.26,Drip,Normal,Sprinkler,36.77,64.34,33.12,32.17,19.3,12.87
Citrus,Loamy,6.67,0.99,153.29,51.32,349.5,1.31,0.98,17.61,46.17,2.47,5.69,Low,Mid,NK,CF,186.55,Drip,Normal,Flood,63.95,48.65,26.08,24.32,14.6,9.73
Wheat,Sandy,6.67,0.54,65.48,15.83,111.16,1.56,21.49,25.49,89.1,5.11,3.49,Medium,Late,Urea,CF,117.59,Broadcast,Controlled_Release,Flood,26.99,45.07,38.33,22.54,13.52,9.01
Corn,Sandy,6.19,1.48,152.84,36.25,276.91,1.56,83.01,36.54,74.42,4.97,5.1,Low,Mid,NK,CF,162.18,Foliar,Controlled_Release,Drip,66.8,62.89,38.78,31.44,18.87,12.58
Rice,Loamy,6.15,0.95,104.94,72.83,260.19,1.16,9.98,22.23,55.78,4.97,4.84,High,Initial,PK,OF,185.45,Drip,Biochar,Flood,23.2,52.66,28.4,26.33,15.8,10.53
Vegetable,Clay,6.7,1.66,251.33,71.33,371.27,1.33,102.12,33.68,44.07,1.51,6.83,Low,Mid,Urea,OF,137.9,Broadcast,Biochar,Drip,35.38,64.9,47.06,32.45,19.47,12.98
Rice,Sandy,6.73,2.13,214.07,31.79,323.36,1.5,36.65,21.71,81.86,2.41,6.68,Medium,Initial,NK,OF,66.89,Broadcast,Biochar,Sprinkler,45.98,30.39,45.43,15.2,9.12,6.08
Rice,Clay,6.83,1.52,245.42,25.92,321.16,1.17,94.53,39.97,76.11,2.46,6.7,High,Initial,NPK,OF,174.57,Drip,Biochar,Drip,58.89,68.33,39.14,34.16,20.5,13.67
Corn,Loamy,8.11,1.79,198.12,50.79,163.66,1.22,101,36.03,76.55,5.53,6.83,High,Late,Urea,CF,161.95,Foliar,Biochar,Sprinkler,75.12,66.83,41.27,33.42,20.05,13.37
Rice,Sandy,7.33,1.83,199.48,16.73,93.55,1.38,112.6,26.53,65.41,3.14,4.74,Medium,Mid,PK,CF,175.55,Foliar,Biochar,Sprinkler,39.65,71.96,40.99,35.98,21.59,14.39
Wheat,Clay,5.56,2.14,108.81,26.34,179.17,1.16,85.05,37.18,87.35,2.58,6.44,Medium,Mid,PK,CF,183.58,Drip,Normal,Flood,77.25,66.08,36,33.04,19.82,13.22
Wheat,Clay,7.06,1.88,217.46,21.67,122.95,1.27,103.41,30.13,89.61,2.94,7.65,High,Late,NPK,CF,101.94,Drip,Controlled_Release,Sprinkler,69.85,57.17,56.08,28.58,17.15,11.43
Citrus,Sandy,7.79,2.45,85.99,24.54,304.7,1.36,32.73,18.25,70.98,4.52,3.8,Medium,Late,Urea,OF,178.61,Broadcast,Controlled_Release,Drip,66.35,53.11,29.74,26.56,15.93,10.62
Vegetable,Clay,5.67,1.41,118.96,25.04,210.76,1.5,1.88,31.46,83.5,1.58,2.66,High,Initial,Urea,OF,193.43,Foliar,Normal,Sprinkler,60.32,50.35,26.03,25.18,15.1,10.07
Rice,Clay,6.77,0.6,94.99,53.92,131.29,1.18,81.54,27.91,83.37,5.04,7.87,Medium,Initial,Urea,CF,181.06,Broadcast,Normal,Sprinkler,21.29,66.85,36.92,33.42,20.05,13.37
Rice,Loamy,6.85,1.29,287.38,44.17,280.29,1.46,30.73,20.06,77.37,5.92,7.83,Low,Late,Urea,CF,197.86,Broadcast,Controlled_Release,Drip,23.03,54.06,27.32,27.03,16.22,10.81
Corn,Loamy,8.36,2.18,274.52,70.36,74.18,1.57,89.97,17.02,61.5,5.28,6.13,High,Mid,Urea,OF,148.91,Foliar,Biochar,Drip,39.92,58.51,39.29,29.26,17.55,11.7
Wheat,Clay,6.93,0.77,268.71,61.49,371.24,1.2,45.03,37.09,61.54,5.27,7.96,Medium,Mid,NK,OF,117.01,Foliar,Controlled_Release,Sprinkler,40.53,50.08,42.8,25.04,15.02,10.02
Vegetable,Clay,7.75,1.97,290.04,44.92,252.41,1.21,92.18,24.61,51.83,1.31,5.66,Medium,Initial,Urea,OF,104.49,Foliar,Controlled_Release,Drip,46.76,45.92,43.95,22.96,13.78,9.18
Citrus,Sandy,6.41,1.57,203.15,31.52,211.35,1.49,91.42,37.13,42,4,5.47,High,Late,PK,CF,187.6,Foliar,Biochar,Drip,72.48,77.06,41.08,38.53,23.12,15.41
Wheat,Loamy,7.84,2.3,273.67,68.24,137.19,1.17,52.99,33.61,60.01,3.95,3.33,High,Initial,NPK,OF,86.2,Drip,Controlled_Release,Flood,18.68,40.04,46.45,20.02,12.01,8.01
Citrus,Sandy,6.47,1.96,122.96,15.57,241.76,1.34,103.14,15.75,76.27,4.29,2.79,Low,Mid,NPK,OF,126.84,Broadcast,Biochar,Flood,41.22,54.97,43.34,27.48,16.49,10.99
Corn,Clay,6.79,1.82,146.19,57.67,150.51,1.31,56.31,35.35,62.27,5.14,6.27,Medium,Initial,NK,OF,93.14,Broadcast,Biochar,Flood,62.89,39.76,42.69,19.88,11.93,7.95
Corn,Sandy,6.94,2.27,166.74,17.91,188.08,1.36,115.07,20.79,74.52,2.18,4.49,Medium,Initial,Urea,CF,186.28,Drip,Controlled_Release,Sprinkler,14.73,73.18,39.28,36.59,21.95,14.64
Rice,Clay,8.28,2.32,72.35,47.3,360.99,1.36,4.79,25.46,85.41,2.81,3.86,Low,Mid,NK,OF,139.33,Drip,Normal,Sprinkler,72.76,34.88,25.03,17.44,10.46,6.98
Vegetable,Loamy,5.66,1.27,256.17,73.11,117.95,1.38,65.04,23.9,70.29,5.11,6.4,Low,Mid,NPK,CF,176.25,Foliar,Controlled_Release,Sprinkler,25.16,62.04,35.2,31.02,18.61,12.41
Citrus,Loamy,6.09,2.36,79.79,26.66,171.81,1.51,2.23,15.34,62.17,5.27,4.81,Low,Mid,NK,OF,98.69,Drip,Normal,Sprinkler,63.55,29.4,29.79,14.7,8.82,5.88
Wheat,Clay,7.62,0.61,249.91,15.5,279.54,1.31,37.84,36.37,41.96,3.46,3.69,Low,Initial,NK,CF,195.58,Foliar,Biochar,Sprinkler,25.58,63.57,32.5,31.78,19.07,12.71
Corn,Loamy,7.23,2.03,280.56,33.76,303.67,1.21,55.43,32.64,61.27,2.33,3.8,High,Initial,NPK,CF,176.84,Broadcast,Biochar,Sprinkler,21.57,60.15,34.01,30.08,18.04,12.03
Rice,Clay,6.25,1.17,191.96,43.48,90.22,1.49,20.49,26.7,73.76,3.98,5.71,Low,Mid,PK,OF,124.72,Foliar,Controlled_Release,Drip,10.47,38.3,30.71,19.15,11.49,7.66
Rice,Sandy,6.37,1.47,91.48,60.74,377.68,1.59,97.69,24.71,87.92,1.11,3.49,High,Mid,NPK,OF,196.38,Foliar,Controlled_Release,Flood,13.41,73.48,37.42,36.74,22.04,14.7
Citrus,Clay,6.6,2.17,159.18,12.08,59.48,1.16,50.31,38.98,55.84,4.06,7.04,High,Initial,NPK,CF,149.45,Drip,Normal,Sprinkler,49.7,56.76,37.98,28.38,17.03,11.35
Corn,Sandy,6.85,1.77,84.71,19.16,73.41,1.23,17.33,36.88,60.17,4.67,5.67,Low,Late,PK,OF,89.66,Foliar,Normal,Flood,59.34,39.17,43.69,19.58,11.75,7.83
Vegetable,Clay,7.95,1.41,79.76,38.75,316.73,1.59,35.01,39.63,61.8,1.53,7.66,High,Mid,Urea,OF,72.17,Foliar,Normal,Flood,34.77,39.58,54.84,19.79,11.87,7.92
Corn,Loamy,5.54,0.83,239.02,16.65,320.02,1.21,16.06,23.06,83.1,1,7.28,High,Mid,NK,OF,72.03,Broadcast,Controlled_Release,Sprinkler,31.34,33.11,45.97,16.56,9.93,6.62
Citrus,Clay,8.19,2.38,148.26,76.91,283.13,1.31,65.2,30.8,78.68,2.22,7.09,Low,Late,NPK,CF,99.87,Broadcast,Normal,Sprinkler,44.25,44.98,45.04,22.49,13.49,9
Citrus,Clay,6.74,1.16,50.03,45.77,232.58,1.14,56.1,22.49,45.39,5.03,3.2,Medium,Mid,Urea,CF,153.97,Broadcast,Biochar,Flood,15.88,57.45,37.31,28.72,17.24,11.49
Corn,Clay,6.19,0.7,62.12,36.39,151.02,1.25,25.34,16.53,56.63,3.13,5.69,Medium,Initial,PK,OF,67.54,Drip,Biochar,Flood,68.34,35.87,53.11,17.93,10.76,7.17
Citrus,Loamy,7.03,1.63,254.44,78.58,343.99,1.23,116.58,36.12,89.52,5.22,7.01,Medium,Late,NPK,OF,126.56,Broadcast,Normal,Flood,49.5,62.48,49.37,31.24,18.74,12.5
Corn,Clay,7.48,1.31,204.92,55.23,294.56,1.58,79.15,25.84,79.84,1.52,3.07,High,Mid,NPK,CF,148.67,Broadcast,Biochar,Flood,25.15,59.8,40.22,29.9,17.94,11.96
Wheat,Loamy,5.63,1.68,261.13,46.11,388.82,1.17,38.38,36.87,85.72,1.82,7.68,Medium,Mid,NPK,OF,106.72,Broadcast,Biochar,Flood,59.45,41.39,38.78,20.7,12.42,8.28
Corn,Clay,7.65,0.97,118.42,26.88,209.01,1.25,44.18,26.04,74.98,0.92,7.73,High,Late,PK,OF,68.25,Drip,Controlled_Release,Drip,27.61,41.63,61,20.82,12.49,8.33
Corn,Sandy,7.78,1.26,128.58,27.72,214.68,1.14,113.09,16.14,85.34,2,4.99,Medium,Mid,NK,CF,68.42,Broadcast,Controlled_Release,Sprinkler,21.52,56.89,83.15,28.44,17.07,11.38
Citrus,Clay,6,2.45,204.22,35.36,326.99,1.44,69.34,16.19,80.96,0.96,6.49,High,Late,PK,OF,172.18,Drip,Normal,Sprinkler,25.2,59.68,34.66,29.84,17.9,11.94
Citrus,Sandy,6,2.37,216.29,62.55,397.57,1.59,13.43,32.37,81.78,2.75,6.51,Low,Initial,NPK,CF,95.8,Broadcast,Normal,Flood,15.31,33.8,35.28,16.9,10.14,6.76
Rice,Loamy,6.11,2.23,56.63,67.12,363.74,1.18,96.78,33.22,66.13,0.86,2.46,High,Late,NPK,CF,177.67,Foliar,Normal,Flood,31.63,71.71,40.36,35.85,21.51,14.34
Rice,Loamy,7.89,2.06,276.8,23.45,154.12,1.41,105.43,39.62,72.46,4.22,6.64,Medium,Mid,Urea,CF,105.49,Drip,Normal,Sprinkler,66.24,59.78,56.67,29.89,17.93,11.96
Wheat,Clay,6.32,0.81,249.79,67.22,383.77,1.18,78.03,25.69,76.73,4.13,3.3,Low,Mid,Urea,OF,190.88,Drip,Normal,Drip,47.75,67.24,35.23,33.62,20.17,13.45
Rice,Loamy,7.89,1.43,82.97,33.17,119.29,1.21,5.68,35.34,46.84,1.27,6.9,Medium,Late,PK,OF,199.34,Foliar,Biochar,Drip,57.87,55.55,27.87,27.78,16.66,11.11
Corn,Clay,7.12,1.96,52.58,24.02,197.51,1.37,35.44,22.42,89.78,0.56,3.56,High,Late,Urea,CF,171.68,Broadcast,Normal,Drip,39.07,55.27,32.19,27.64,16.58,11.05
Citrus,Loamy,7.8,1.02,242.29,23.63,360.43,1.57,87.87,21.03,56.83,4.81,3.38,Low,Initial,Urea,OF,143.8,Broadcast,Biochar,Flood,40.7,55.63,38.69,27.82,16.69,11.13
Rice,Sandy,7.16,0.57,275.72,42.44,159.71,1.34,30.35,15.7,54.93,4.27,6.87,Low,Initial,Urea,OF,64.92,Foliar,Controlled_Release,Drip,20.84,36.46,56.16,18.23,10.94,7.29
Rice,Loamy,6.51,1.34,130.53,63.7,173.28,1.33,52.67,28.3,66.28,2.85,6.33,Medium,Mid,NK,OF,139.99,Foliar,Biochar,Sprinkler,76.44,52.95,37.82,26.48,15.88,10.59
Wheat,Sandy,8.23,1.35,130.2,49.95,398.17,1.17,33.93,21,78.04,5.65,3.44,Low,Late,NK,OF,67.17,Foliar,Controlled_Release,Drip,53.1,31.55,46.97,15.78,9.46,6.31
Wheat,Clay,7.65,0.63,178.65,42.53,207.86,1.38,12.21,29.99,74.25,3.85,4.09,Medium,Mid,NK,CF,184.06,Drip,Normal,Sprinkler,29.12,59.13,32.13,29.56,17.74,11.83
Corn,Clay,6.95,1.14,218.64,11.26,381.61,1.33,54.45,23.15,68.32,5.2,7.12,High,Mid,NPK,CF,92.28,Foliar,Biochar,Flood,67.19,48.16,52.19,24.08,14.45,9.63
Citrus,Clay,7.41,2.33,211.92,49.45,145.91,1.27,75.29,33.11,45.28,4.31,5.41,High,Initial,NPK,CF,149.87,Drip,Controlled_Release,Drip,55.33,56.39,37.63,28.2,16.92,11.28
Wheat,Sandy,7.35,1,238.16,57.23,225.29,1.47,34.72,31.17,92.48,4.24,5.76,Low,Late,Urea,CF,126.35,Drip,Normal,Drip,62.71,48.4,38.31,24.2,14.52,9.68
Rice,Clay,6.57,1.64,78.5,16.86,183.96,1.25,27.19,38.49,40.09,2.12,6.22,Medium,Mid,NPK,CF,136.79,Drip,Normal,Drip,15.14,50.32,36.79,25.16,15.1,10.06
Citrus,Clay,6.77,1.48,179.95,76.93,247.46,1.55,14.96,27.05,63.7,3.59,2.5,High,Initial,NPK,OF,114.87,Foliar,Biochar,Drip,73.05,37.85,32.95,18.92,11.36,7.57
Citrus,Sandy,6.45,2.22,176.58,16.41,364.44,1.54,81.8,21.46,86.45,2.2,5.71,Medium,Initial,Urea,OF,96.01,Foliar,Controlled_Release,Drip,41.15,46.1,48.02,23.05,13.83,9.22
Rice,Loamy,8.5,1.81,287.46,58.35,396.81,1.34,27.31,25.9,41.12,1.65,5.15,Low,Late,Urea,OF,66.24,Broadcast,Normal,Drip,60.49,33.72,50.91,16.86,10.12,6.74
Wheat,Clay,7.24,0.82,279.56,46.72,225.37,1.55,51.73,38.82,73.22,0.74,4.96,Low,Initial,PK,OF,133.39,Broadcast,Controlled_Release,Flood,63.87,49,36.73,24.5,14.7,9.8
Rice,Loamy,5.78,0.79,237.58,71.89,111.26,1.58,20.2,30.03,90.61,4.5,3.91,Low,Mid,NK,OF,66.75,Drip,Normal,Drip,19.9,32.71,49,16.36,9.81,6.54
Citrus,Loamy,7.06,1.61,269.23,38.99,67.67,1.12,73.91,30.43,47.75,2.21,3.53,Medium,Mid,Urea,OF,188.89,Drip,Normal,Flood,29.96,66.58,35.25,33.29,19.97,13.32
Vegetable,Clay,5.65,0.59,236.41,45.6,105.83,1.53,74.92,38.81,64.82,5.71,6.83,Medium,Late,NPK,CF,175.61,Foliar,Controlled_Release,Drip,24.59,73.25,41.71,36.62,21.98,14.65
Vegetable,Clay,6.37,1.29,230.12,48.7,311.26,1.3,102.78,39.28,92.13,1.48,4.46,Low,Late,NPK,OF,192.93,Drip,Normal,Drip,71.02,73.7,38.2,36.85,22.11,14.74
Corn,Sandy,6.84,1.3,103.93,71.24,258.01,1.6,118.24,38.48,88.62,1.44,5.6,Medium,Late,PK,CF,147.62,Drip,Normal,Drip,29.86,74.1,50.2,37.05,22.23,14.82
Rice,Sandy,7.1,0.89,204.31,65.98,312.08,1.27,108.17,28,43.41,4.44,2.31,Medium,Late,Urea,CF,184.06,Foliar,Controlled_Release,Sprinkler,52.64,73.25,39.8,36.62,21.98,14.65
Rice,Clay,8.43,1.1,279.02,29.61,383.89,1.52,98.74,32.93,66.68,2.45,3.53,Medium,Late,Urea,CF,72.74,Drip,Normal,Sprinkler,25.14,52.7,72.45,26.35,15.81,10.54
Corn,Loamy,8.45,1.16,237.54,76.87,297.39,1.21,106,24.25,91.47,4.11,7.79,Low,Mid,NK,OF,108.24,Drip,Normal,Flood,50.76,56.92,52.59,28.46,17.08,11.38
Corn,Sandy,5.79,0.52,201.18,62.71,322.14,1.57,6.46,38.06,79.55,4.63,6.76,High,Late,NK,OF,177.67,Foliar,Biochar,Sprinkler,72.13,58.39,32.86,29.2,17.52,11.68
Corn,Sandy,7.11,2.11,114.54,10.84,199.5,1.47,91.39,37.08,67.73,3.7,5.29,Medium,Mid,NK,OF,77.62,Foliar,Biochar,Flood,70.03,45.94,59.19,22.97,13.78,9.19
Citrus,Clay,7.95,2.41,219.66,22.86,228.96,1.24,44.35,32.47,40.28,4.61,5.15,High,Mid,NK,OF,108.15,Drip,Biochar,Sprinkler,49.59,42.34,39.15,21.17,12.7,8.47
